LabID,LabName,FacilityID
231242,BHULTA GENERAL HSPITAL & DIAGNOSTIC CENTER LTD. — Consultancy & Diagnostic Center [DGHS Facility ID 31242],131242
231245,New Upasham General Hospital Ltd — Consultancy & Diagnostic Center [DGHS Facility ID 31245],131245
231249,New popular Diagnostic lab — Consultancy & Diagnostic Center [DGHS Facility ID 31249],131249
231250,FARIDPUR MUSLIM MISSION DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31250],131250
231251,Modern Diagnostic and Diabetic center — Consultancy & Diagnostic Center [DGHS Facility ID 31251],131251
231252,Life Care Hospital And Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31252],131252
231253,Nath Dental Surgeory. — Consultancy & Diagnostic Center [DGHS Facility ID 31253],131253
231254,MediAid Advanced Medical Center — Consultancy & Diagnostic Center [DGHS Facility ID 31254],131254
231256,Life Care Center — Consultancy & Diagnostic Center [DGHS Facility ID 31256],131256
231260,MUSCAT MEDICAL CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31260],131260
231262,"Grameen Kalyan, Elashin Health Center — Consultancy & Diagnostic Center [DGHS Facility ID 31262]",131262
231263,Pikasu Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31263],131263
231264,Pongu & General Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31264],131264
231267,HEALTH CARE CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31267],131267
231268,HOQUE MEDICARE CENTRE LTD — Consultancy & Diagnostic Center [DGHS Facility ID 31268],131268
231269,Advance Hospital Ltd — Consultancy & Diagnostic Center [DGHS Facility ID 31269],131269
231270,Rajdhani Digital Medical Services Ltd. — Consultancy & Diagnostic Center [DGHS Facility ID 31270],131270
231272,ABUL KALAM COMMUNITY HOSPITAL & DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31272],131272
231273,PEOPLES DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31273],131273
231274,Suraksha Digital Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31274],131274
231276,FAHIM CLINIC AND DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31276],131276
231277,Satota Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31277],131277
231279,JAMUNA HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 31279],131279
231280,Central Diagnostic — Consultancy & Diagnostic Center [DGHS Facility ID 31280],131280
231281,Faridpur Trauma Centre & General Hospital (Lab) — Consultancy & Diagnostic Center [DGHS Facility ID 31281],131281
231282,ELLENGA FAMILY CARE DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31282],131282
231283,NATORE TRAUMA CENTER & DIAGNOSTIC — Consultancy & Diagnostic Center [DGHS Facility ID 31283],131283
231285,THE SQUARE DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31285],131285
231286,Bhola Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31286],131286
231288,TONIKA GENERAL HOSPITAL (PVT) — Consultancy & Diagnostic Center [DGHS Facility ID 31288],131288
231289,B-H-M Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31289],131289
231291,Adhunic Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31291],131291
231292,Janata Pathology & X-Ray Clinic — Consultancy & Diagnostic Center [DGHS Facility ID 31292],131292
231294,Al Hamad Medical Center Ltd — Consultancy & Diagnostic Center [DGHS Facility ID 31294],131294
231296,Al-Shifa Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31296],131296
231298,NEW CENTRAL MEDICAL SERVICES & CONSULTATION CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31298],131298
231299,SHEBA DENTAL CARE — Consultancy & Diagnostic Center [DGHS Facility ID 31299],131299
231300,SHAPLA HOSPITAL AND DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31300],131300
231301,UNITED GENERAL HOSPITAL (PATHOLOGY) — Consultancy & Diagnostic Center [DGHS Facility ID 31301],131301
231302,Signboard Clinic & Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31302],131302
231303,Medifast Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31303],131303
231304,Dharandi Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31304],131304
231305,AL-BARAKA MODEL HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 31305],131305
231306,STAR DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31306],131306
231307,Sensiv Computerized Lab — Consultancy & Diagnostic Center [DGHS Facility ID 31307],131307
231308,Surjer Hashi Network Bagerhat Pathology & Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31308],131308
231309,LIFE CARE DIGITAL DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31309],131309
231310,"Grameen Kalyan, Baira Health Center — Consultancy & Diagnostic Center [DGHS Facility ID 31310]",131310
231313,NEBIR DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31313],131313
231314,AFNAN HOSPITAL & DIAGNOSTIC CENTRE LTD. — Consultancy & Diagnostic Center [DGHS Facility ID 31314],131314
231316,New Jounaseba Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31316],131316
231317,ALI AMZOD DENTAL CARE — Consultancy & Diagnostic Center [DGHS Facility ID 31317],131317
231318,MUKTI DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31318],131318
231319,DR IBRAHIM DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31319],131319
231320,Raipur S Care Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31320],131320
231325,Jhaudanga Piles and Surgical Clinic and Digital Lab — Consultancy & Diagnostic Center [DGHS Facility ID 31325],131325
231327,GANA UNNAYAN KENDRA-(GUK)- DIAGNOSTIC & PHYSIOTHERAPY CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31327],131327
231328,Santi Sir RKLM Memorial Diagnostic & Diabetes Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31328],131328
231329,Doctors Point Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31329],131329
231330,RAFSAN MEDICAL SERVICES — Consultancy & Diagnostic Center [DGHS Facility ID 31330],131330
231331,THE CITY CARE DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31331],131331
231332,The Path Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31332],131332
231335,Genome Hospital (pvt) Ltd Diagnostic & Consultation Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31335],131335
231336,Nasima Dental Care — Consultancy & Diagnostic Center [DGHS Facility ID 31336],131336
231337,TANIA MEDICAL & DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31337],131337
231342,Green Crescent Medilab — Consultancy & Diagnostic Center [DGHS Facility ID 31342],131342
231343,Vision Diagnostic Medical & Research Center — Consultancy & Diagnostic Center [DGHS Facility ID 31343],131343
231344,Fair Lab Limited — Consultancy & Diagnostic Center [DGHS Facility ID 31344],131344
231345,ROG NIRNOY DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31345],131345
231346,JONOSHEBA DIGITAL HOSPITAL (PVT) — Consultancy & Diagnostic Center [DGHS Facility ID 31346],131346
231347,Mymensingh Diagnostic centre — Consultancy & Diagnostic Center [DGHS Facility ID 31347],131347
231348,Alfa Sani Diagnostic Centeer — Consultancy & Diagnostic Center [DGHS Facility ID 31348],131348
231350,Farid Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31350],131350
231351,PADMA DIOGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31351],131351
231352,ULTRA PATH DIAGNOSTIC CENTER. — Consultancy & Diagnostic Center [DGHS Facility ID 31352],131352
231353,Dialab Medical Services — Consultancy & Diagnostic Center [DGHS Facility ID 31353],131353
231356,SONOPLUS DIAGNOSTIC COMPLEX — Consultancy & Diagnostic Center [DGHS Facility ID 31356],131356
231362,LAB ONE BLOOD BANK — Blood Bank [DGHS Facility ID 31362],131362
231363,YUKI DIAGNOSTIC & IMAGING CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31363],131363
231364,Jamuna Diagonstic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31364],131364
231365,Ashulia Women and Children Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 31365],131365
231366,Robirbazar Digital Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31366],131366
231370,Popular Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31370],131370
231372,Unicare Health Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31372],131372
231374,Moon Nursing Home — Consultancy & Diagnostic Center [DGHS Facility ID 31374],131374
231375,NEW LIFE (PVT) HOSPITAL & DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31375],131375
231377,A ONE MEDINOVA DIAGANOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31377],131377
231378,Khan Pathology . — Consultancy & Diagnostic Center [DGHS Facility ID 31378],131378
231380,AL -Hera Clinic(Pathology) — Consultancy & Diagnostic Center [DGHS Facility ID 31380],131380
231383,Shurakkha General Hospital & Institute Of Medical Science Ltd. — Consultancy & Diagnostic Center [DGHS Facility ID 31383],131383
231384,Shibchar General Hospital & Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31384],131384
231386,Health Care Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31386],131386
231387,Al-Falah Medicom Clinic (Pvt.) Ltd. — Consultancy & Diagnostic Center [DGHS Facility ID 31387],131387
231389,Khalishpur Clinic & Diagnostic Complex — Consultancy & Diagnostic Center [DGHS Facility ID 31389],131389
231392,SHAWDESH CENTRAL HOSPITAL & DIGITAL DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31392],131392
231393,Imperial Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31393],131393
231394,Bangladesh Assisted Conception Centre (BACC) Women’s & Children Hospital (Pvt.) Ltd. — Consultancy & Diagnostic Center [DGHS Facility ID 31394],131394
231396,KAZIPUR DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31396],131396
231397,ANIKA DIGITAL DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31397],131397
231398,Sikder Orthin Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31398],131398
231399,REMEDY MEDICAL SERVICES — Consultancy & Diagnostic Center [DGHS Facility ID 31399],131399
231401,Hatiya Doctors Lab. — Consultancy & Diagnostic Center [DGHS Facility ID 31401],131401
231402,Shapla Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31402],131402
231403,Prime General Hospital 2 (Path Lab) — Consultancy & Diagnostic Center [DGHS Facility ID 31403],131403
231404,AFC Health - Fortis Heart Institute (Cumilla Unit) {In association with Escorts Heart and Research C — Consultancy & Diagnostic Center [DGHS Facility ID 31404],131404
231407,Kaliakair Central Hospital & Diagnostic Centre(Pvt.) — Consultancy & Diagnostic Center [DGHS Facility ID 31407],131407
231409,New life Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31409],131409
231411,AL- MODINA GIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31411],131411
231412,AL-REZA GENERAL HOSPITAL (PVT.) — Consultancy & Diagnostic Center [DGHS Facility ID 31412],131412
231413,SHADHIN CLINIC AND DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31413],131413
231416,LILI PRIVATE HOSPITAL & DIAGNOSTIC CENTER (DIAGNOSTIC) — Consultancy & Diagnostic Center [DGHS Facility ID 31416],131416
231417,NURUNNAHAR DIAGNOSTIC & CONSULTATION CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31417],131417
231418,ZamZam Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31418],131418
231420,HEALTH VIEW CT SCAN & MEDICAL SERVICE`S — Consultancy & Diagnostic Center [DGHS Facility ID 31420],131420
231422,Monowara Digital Diagonostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31422],131422
231423,WOODLAND MEDICAL SERVICES — Consultancy & Diagnostic Center [DGHS Facility ID 31423],131423
231424,MA DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31424],131424
231425,DR GAFFAR DIAGNOSTIC COMPLEX — Consultancy & Diagnostic Center [DGHS Facility ID 31425],131425
231427,PEERLESS DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31427],131427
231430,Sheba Medical Center. — Consultancy & Diagnostic Center [DGHS Facility ID 31430],131430
231433,"Grameen Kalyan,Jamnagar Health Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31433]",131433
231435,MICRO DIAGNOSTIC CENTRE (PVT) LTD. — Consultancy & Diagnostic Center [DGHS Facility ID 31435],131435
231436,BD LAB & CONSULTATION CENTRE LTD — Consultancy & Diagnostic Center [DGHS Facility ID 31436],131436
231437,BK HEALTH CARE SERVICES — Consultancy & Diagnostic Center [DGHS Facility ID 31437],131437
231438,Kansat Adhunik Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31438],131438
231439,BASIC LAB — Consultancy & Diagnostic Center [DGHS Facility ID 31439],131439
231440,FOUAD AL-KHATEEB HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 31440],131440
231441,Health Care Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31441],131441
231442,MOSTACK DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31442],131442
231444,MAA DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31444],131444
231448,Natore Sonography & Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31448],131448
231449,S.A Diagnostic & Thyroid Center — Consultancy & Diagnostic Center [DGHS Facility ID 31449],131449
231450,Centre for the Rehabilitation of the Paralysed (CRP) — Consultancy & Diagnostic Center [DGHS Facility ID 31450],131450
231451,Bashchara Seba Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31451],131451
231452,HOSNEARA CLINIC & DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31452],131452
231454,New Seba Pathology & Ultrasound — Consultancy & Diagnostic Center [DGHS Facility ID 31454],131454
231455,NEW APOLLO HOSPITAL AND DIAGNOSTIC CENTRE (PVT) — Consultancy & Diagnostic Center [DGHS Facility ID 31455],131455
231456,Kushtia Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31456],131456
231458,Jamalpur Modern Hospital & Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31458],131458
231459,ALIF PATHOLOGY LAB — Consultancy & Diagnostic Center [DGHS Facility ID 31459],131459
231460,AL JAMI HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 31460],131460
231461,Elite Care Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 31461],131461
231462,City Hospital Ltd. — Blood Bank [DGHS Facility ID 31462],131462
231464,ROWSHON DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31464],131464
231466,new bandhon diagnostic — Consultancy & Diagnostic Center [DGHS Facility ID 31466],131466
231467,FAIR HOSPITAL AND DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31467],131467
231468,ELLENGA CLINIC & NURSING HOME — Consultancy & Diagnostic Center [DGHS Facility ID 31468],131468
231471,Dhaka CIty Hospital & Diagnostic Complex — Consultancy & Diagnostic Center [DGHS Facility ID 31471],131471
231475,SUMI PATHOLOGICAL LAB: — Consultancy & Diagnostic Center [DGHS Facility ID 31475],131475
231477,SUNRISE CLINIC & DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31477],131477
231478,Good Health Hospital(Lab) — Consultancy & Diagnostic Center [DGHS Facility ID 31478],131478
231479,Jannat Dental Care. — Consultancy & Diagnostic Center [DGHS Facility ID 31479],131479
231480,SULTAN GENERAL HOSPITAL & DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31480],131480
231481,GROUP LABORATORY — Consultancy & Diagnostic Center [DGHS Facility ID 31481],131481
231482,RIVERSIDE HOSPITAL LTD. — Consultancy & Diagnostic Center [DGHS Facility ID 31482],131482
231483,MOON LIGHT CLINIC & HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 31483],131483
231484,Upakul Lab & Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31484],131484
231485,NIRAPAD DIGITAL DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31485],131485
231486,Grameen Kalyan Malironko Bazar Health Center — Consultancy & Diagnostic Center [DGHS Facility ID 31486],131486
231487,PADMA CLINIC & DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31487],131487
231488,Mahananda Clinic & Diagnostic Centre(Pathology) — Consultancy & Diagnostic Center [DGHS Facility ID 31488],131488
231489,S P R CENTRE (PVT) LIMITED — Consultancy & Diagnostic Center [DGHS Facility ID 31489],131489
231490,Medicare Diagnostic & Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 31490],131490
231491,Abdullah Pathology — Consultancy & Diagnostic Center [DGHS Facility ID 31491],131491
231493,AL-HERA CLINIC (DIAGNOSTIC) — Consultancy & Diagnostic Center [DGHS Facility ID 31493],131493
231494,Green Life Hospital Ltd — Blood Bank [DGHS Facility ID 31494],131494
231496,New Halth Care Diagnostic Center. — Consultancy & Diagnostic Center [DGHS Facility ID 31496],131496
231497,"The Pathology, Rajshahi — Consultancy & Diagnostic Center [DGHS Facility ID 31497]",131497
231498,New Seba Pathology And Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31498],131498
231499,DOCTOR`S DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31499],131499
231500,Matlab Ma O Shishu Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 31500],131500
231501,HEALTH VILLAGE DIGNOSTIC HONE — Consultancy & Diagnostic Center [DGHS Facility ID 31501],131501
231502,"Chevron Clinical Laboratory (Pte.) Ltd., Anowara Branch — Consultancy & Diagnostic Center [DGHS Facility ID 31502]",131502
231504,AROGGO MEDICAL SERVICES — Consultancy & Diagnostic Center [DGHS Facility ID 31504],131504
231505,HABIA KHATUN GENERAL HOSPITAL AND DIAGONSTIC — Consultancy & Diagnostic Center [DGHS Facility ID 31505],131505
231508,Prime Medical Services — Consultancy & Diagnostic Center [DGHS Facility ID 31508],131508
231509,POPULAR DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31509],131509
231510,PROVAT DENTAL CARE — Consultancy & Diagnostic Center [DGHS Facility ID 31510],131510
231511,Shatota Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31511],131511
231512,MASTER DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31512],131512
231513,Chilmari Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31513],131513
231514,Ikra Diagnostic & Consultation Center. — Consultancy & Diagnostic Center [DGHS Facility ID 31514],131514
231515,NAF DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31515],131515
231516,NARDITA CLINIC & DIAGNOSTIC CENTRE (PATHOLOGY) — Consultancy & Diagnostic Center [DGHS Facility ID 31516],131516
231518,Dip Pathological Lab — Consultancy & Diagnostic Center [DGHS Facility ID 31518],131518
231519,Khokon Memorial Diagnostic center — Consultancy & Diagnostic Center [DGHS Facility ID 31519],131519
231520,Debidwar Central Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 31520],131520
231521,Abesh Moni Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31521],131521
231522,DOCTORS DIAGONOSTIC COMPLEX — Consultancy & Diagnostic Center [DGHS Facility ID 31522],131522
231523,Ship International hospital. — Blood Bank [DGHS Facility ID 31523],131523
231524,MODERN HOSPITAL AND DIGITAL DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31524],131524
231525,RAFI DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31525],131525
231526,Mukti Clinic & Diagnostic Centre (3) — Consultancy & Diagnostic Center [DGHS Facility ID 31526],131526
231529,Bahar Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31529],131529
231531,COSMOS GENERAL HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 31531],131531
231533,Mondal Digital Diagnostic Complex — Consultancy & Diagnostic Center [DGHS Facility ID 31533],131533
231534,Purbachal Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31534],131534
231537,Nalta Diabetic Center & Digital Lab — Consultancy & Diagnostic Center [DGHS Facility ID 31537],131537
231538,DHAKA DIABETIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31538],131538
231539,Naba-Ayat Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31539],131539
231540,Royal Hospital unit-2 — Consultancy & Diagnostic Center [DGHS Facility ID 31540],131540
231543,Medi Complex — Consultancy & Diagnostic Center [DGHS Facility ID 31543],131543
231544,THE MODERN DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31544],131544
231547,Lifeline Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31547],131547
231548,Popular Pathology & Health Center — Consultancy & Diagnostic Center [DGHS Facility ID 31548],131548
231549,Shamsunnahar Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31549],131549
231551,Bangladesh Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31551],131551
231552,Holy Crescent Diagnostic — Consultancy & Diagnostic Center [DGHS Facility ID 31552],131552
231553,Mallick Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31553],131553
231554,Udayan Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31554],131554
231555,Comfoprt Hospital & Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31555],131555
231557,Shibganj Nursing Home & Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31557],131557
231558,MOSTAFAPUR DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31558],131558
231559,FARIDPUR APOLLO DIAGNOSTIC CENTRE LTD — Consultancy & Diagnostic Center [DGHS Facility ID 31559],131559
231560,Health Point Diagnostic Services — Consultancy & Diagnostic Center [DGHS Facility ID 31560],131560
231561,Bhairab Eye Hospital Private and Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31561],131561
231563,New Janata Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31563],131563
231564,Madina General Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 31564],131564
231566,KESHABPUR SURGICAL CLINIC & DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31566],131566
231567,PRIME DIAGNOTIC COMPLEX. — Consultancy & Diagnostic Center [DGHS Facility ID 31567],131567
231569,"Islami Bank Hospital, Mugda — Consultancy & Diagnostic Center [DGHS Facility ID 31569]",131569
231570,Muktizoddha Tofazzel Hossen Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31570],131570
231571,GRAMEEN KALLYAN — Consultancy & Diagnostic Center [DGHS Facility ID 31571],131571
231572,MONOHARDI CENTRAL (PVT) HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 31572],131572
231573,Konabari Labaid Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 31573],131573
231575,BADDA GENERAL HOSPITAL. — Consultancy & Diagnostic Center [DGHS Facility ID 31575],131575
231576,Moon General Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 31576],131576
231578,UMMA DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31578],131578
231579,REMICON HEALTH SERVICES LTD — Consultancy & Diagnostic Center [DGHS Facility ID 31579],131579
231580,BARISHAL CENTRAL DIAGNOSTIC CENTER LTD — Consultancy & Diagnostic Center [DGHS Facility ID 31580],131580
231581,FATIMA DIGITAL DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31581],131581
231582,CHUADANGA DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31582],131582
231584,Doctors Point Specialized Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 31584],131584
231587,New Ibna-Sina Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31587],131587
231590,Tufan Dental Clinic — Consultancy & Diagnostic Center [DGHS Facility ID 31590],131590
231593,Zahurul Haque Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 31593],131593
231594,MEDILAB DIAGNOSTIC & CONSULTATION CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31594],131594
231595,Rajnagar Diagnostic & Consultation Center — Consultancy & Diagnostic Center [DGHS Facility ID 31595],131595
231598,Shikder Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31598],131598
231599,MITHILA DIAGNOSTIC CENTRE & DOCTOR`S CHAMBER — Consultancy & Diagnostic Center [DGHS Facility ID 31599],131599
231600,DOLPHIN LAB — Consultancy & Diagnostic Center [DGHS Facility ID 31600],131600
231601,Upasham Diagnostic & Consultation Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31601],131601
231602,Nirapod Sastho Seba Hospital and Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31602],131602
231605,United Diagnostic Center & Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 31605],131605
231606,MIRZAPUR DIAGNOSTIC & CONSULTATION CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31606],131606
231607,S.K DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31607],131607
231608,SUROVI PATHOLOGY CENTER &DIGITAL HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 31608],131608
231610,NEW KOLY DIAGONOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31610],131610
231614,Medicare Diagnostic & Consultation Centre — Consultancy & Diagnostic Center [DGHS Facility ID 31614],131614
231615,New Modern (Prvt) Hospital & Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31615],131615
231619,DIGANTA MEDICAL SERVICES — Consultancy & Diagnostic Center [DGHS Facility ID 31619],131619
231622,AHMED MEDICARE DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31622],131622
231623,Care Home Dialysis Center — Consultancy & Diagnostic Center [DGHS Facility ID 31623],131623
231624,NIRAMOY ULTRA DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 31624],131624
231625,Super Crescent Diagnostic Center & Hospital. — Consultancy & Diagnostic Center [DGHS Facility ID 31625],131625
231626,MEDI-AID DIAGNOSTIC & CONSULTATION CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 31626],131626
231627,Ruhitpur General Hospital (pvt) Ltd. — Consultancy & Diagnostic Center [DGHS Facility ID 31627],131627
231628,Naz X-Ray & Pathology — Consultancy & Diagnostic Center [DGHS Facility ID 31628],131628
231629,Popular Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 31629],131629
